ID,Cusip,Ticker from BQNT,Name,Pricing Date,Maturity Date,First call date,Redeemable,First Put  Date,Issue Size ($mm),Conversion Premium,Coupon,Conversion Price (at issue),Conversion Ratio (at issue),Conversion Price (adjusted),Conversion Ratio (adjusted),Split,Multiplier,Upper Strike (adjusted),Derivative,Type,Upper Strike,Effective Premium,Derivative Cost,Cost in Bond Points,VWAP Period,Net Proceeds,Date of Transaction,Maturity/Put,Term,Unadjusted Share price at issue,Adjusted Stock price at issue,Adjusted Stock price at maturity,CAGR (Adj),CAGR (unadj),Stock Price,Conversion Price
693,021369AB9 Corp,ALTR,ALTR 1 3/4 06/15/27,6/9/2022,6/15/2027,6/30/2025,Soft Call,-,230,0.3,0.0175,71.68201857,13.9505,71.682,13.9505,No,,,No,,,,,,,230,-,-,-,55.14,55.14,169.3952659,0.250728438,0.250728438,169.3952659,#N/A Field Not Applicable
694,686688AA0 Corp,ORA,ORA 2 1/2 07/15/27,6/22/2022,7/15/2027,7/21/2025,Soft Call,-,431.25,0.3,0.025,90.27226114,11.0776,90.2723,11.0776,No,,107.63,Yes,Capped Call,107.63,0.549966714,24.5,0.056811594,,406.75,-,-,-,69.44,69.44,70.19425918,0.002135709,0.002135709,70.19425918,90.27226114
695,23282WAB6 Corp,CYTK,CYTK 3 1/2 07/01/27,6/30/2022,7/1/2027,7/7/2025,Soft Call,-,540,0.3,0.035,51.07695765,19.5783,51.077,19.5783,No,,,No,,,,,,,540,-,-,-,39.29,39.29,52.79735012,0.060844596,0.060844596,52.79735012,51.07695765
696,780153BP6 Corp,RCL,RCL 6 08/15/25,8/1/2022,8/15/2025,-,No,-,1150,0.4,0.06,50.10597229,19.9577,50.106,19.9577,No,,,No,,,,,,,1150,-,-,-,35.79,35.79,267.4133411,0.938271951,0.938271951,267.4133411,49.8735705
697,038923AZ1 Corp,ABR,ABR 7 1/2 08/01/25,8/2/2022,8/1/2025,-,No,-,287.5,0.1,0.075,16.70899582,59.848,16.4166,60.9139,Yes,0.979898734,,No,,,,,,,287.5,-,-,-,15.19,15.19,11.93285183,-0.077365313,-0.077365313,11.93285183,16.37312384
698,282914AD2 Corp,EGHT,EGHT 4 02/01/28,8/3/2022,2/1/2028,8/3/2025,Soft Call,-,201.914,0.275,0.04,7.152748372,139.8064,7.1527,139.8064,No,,,No,,,,,,,201.914,-,-,-,5.61,5.61,1.001774257,-0.269151497,-0.269151497,1.001774257,7.152748372
699,737446AS3 Corp,POST,POST 2 1/2 08/15/27,8/9/2022,8/15/2027,8/20/2025,Soft Call,-,575,0.175,0.025,106.1030473,9.4248,106.103,9.4248,No,,,No,,,,,,,575,-,-,-,90.3,90.3,141.3460946,0.0934273,0.0934273,141.3460946,106.1030473
700,91532BAC5 Corp,UPHL,UPHL Float 12/15/25,8/12/2022,12/15/2025,6/16/2024,Call,-,67.5,1.011,0.1128,1.749999881,571.4286,17.5,57.1429,Yes,10.00000018,,No,,,,,,,67.5,-,-,-,0.87,8.7,0.002515327,-0.912708871,-0.82613107,0.002515327,17.49999913
701,40637HAE9 Corp,HALO,HALO 1 08/15/28,8/15/2022,8/15/2028,8/15/2025,Soft Call,-,720,0.3,0.01,56.017074,17.8517,56.0171,17.8517,No,,75.4075,Yes,Capped Call,75.4075,0.749997688,69.1,0.095972222,,650.9,-,-,-,43.09,43.09,90.94860747,0.132582708,0.132582708,90.94860747,56.017074
702,86745KAG9 Corp,NOVA,NOVA 2 5/8 02/15/28,8/16/2022,2/15/2028,8/20/2025,Soft Call,-,600,0.3,0.02625,34.24200192,29.2039,34.242,29.2039,No,,46.1,Yes,Capped Call,46.1,0.750189727,48.4,0.080666667,,551.6,-,-,-,26.34,26.34,0.066697241,-0.662969579,-0.662969579,0.066697241,34.24200192
703,143658BT8 Corp,CCL,CCL 5 3/4 10/01/24,8/18/2022,10/1/2024,-,No,-,426.088,0.25,0.0575,10,100,10,100,No,,,No,,,,,,,426.088,10/1/2024,Maturity,2,10.45,10.45,18.48,0.308628302,0.308628302,18.48,10
704,04546CAA4 Corp,ASRT,ASRT 6 1/2 09/01/27,8/22/2022,9/1/2027,9/8/2025,Soft Call,-,70,0.125,0.065,4.094999064,244.2003,4.095,244.2003,No,,,No,,,,,,,70,-,-,-,3.64,3.64,0.16794099,-0.457823907,-0.457823907,0.16794099,4.094999064
705,98980AAA3 Corp,ZTO,ZTO 1 1/2 09/01/27,8/24/2022,9/1/2027,-,No,9/2/2025,1000,0.3,0.015,31.61595535,31.6296,29.792,33.5661,Yes,0.942307844,34.37539015,Yes,Capped Call,36.48,0.5,,0,,1000,-,-,-,24.32,24.32,18.53292833,-0.08599321,-0.08599321,18.53292833,29.79196272
706,94419LAN1 Corp,W,W 3 1/4 09/15/27,9/8/2022,9/15/2027,9/20/2025,Soft Call,-,690,0.3,0.0325,63.45298451,15.7597,63.453,15.7597,No,,97.62,Yes,Capped Call,97.62,1.000000488,80,0.115942029,,610,-,-,-,48.81,48.81,31.88862391,-0.081310765,-0.081310765,31.88862391,63.45298451
707,02043QAA5 Corp,ALNY,ALNY 1 09/15/27,9/12/2022,9/15/2027,9/20/2025,Soft Call,-,1035,0.35,0.01,286.1967316,3.4941,286.1967,3.4941,No,,424,Yes,Capped Call,424,1.00002284,118.6,0.114589372,,916.4,-,-,-,212,212,288.4279649,0.063397924,0.063397924,288.4279649,286.1967316
708,893830BU2 Corp,RIG,RIG 4 5/8 09/30/29,9/13/2022,9/30/2029,3/30/2026,Soft Call,-,300,0.225,0.04625,3.440424576,290.6618,3.4404,290.6618,No,,,No,,,,,,,300,-,-,-,3.65,3.65,3.231924978,-0.017113878,-0.017113878,3.231924978,3.440424576
709,803607AC4 Corp,SRPT,SRPT 1 1/4 09/15/27,9/13/2022,9/15/2027,9/20/2025,Soft Call,-,1150,0.35,0.0125,141.9668082,7.0439,141.9668,7.0439,No,,210.32,Yes,Capped Call,210.32,0.999988615,127.3,0.110695652,,1022.7,-,-,-,105.16,105.16,108.4110292,0.006101144,0.006101144,108.4110292,141.9668082
710,816850AE1 Corp,SMTC,SMTC 1 5/8 11/01/27,10/6/2022,11/1/2027,11/5/2025,Soft Call,-,319.5,0.275,0.01625,37.26823814,26.8325,37.2682,26.8325,No,,51.1525,Yes,Tax Integrated,51.1525,0.750000557,29.7,0.092957746,80,289.8,-,-,-,29.23,29.23,53.16069387,0.12522841,0.12522841,53.16069387,37.26823814
711,665531AH2 Corp,NOG,NOG 3 5/8 04/15/29,10/11/2022,4/15/2029,4/15/2026,Soft Call,-,500,0.275,0.03625,37.79803848,26.4564,37.2476,26.7573,Yes,0.985436181,51.40774198,Yes,Capped Call,52.1675,0.75970937,36.1,0.0722,,463.9,-,-,-,29.81,29.81,34.97696883,0.024853538,0.024853538,34.97696883,37.2475547
712,647551AD2 Corp,NMFC,NMFC 7 1/2 10/15/25,10/27/2022,10/15/2025,10/20/2023,Soft Call,-,260,0.147,0.075,14.20000744,70.4225,14.1771,70.5365,No,,,No,,,,,,,260,-,-,-,12.38,12.38,11.46355972,-0.025591225,-0.025591225,11.46355972,13.66172477
713,143658BU5 Corp,CCL,CCL 5 3/4 12/01/27,11/15/2022,12/1/2027,12/5/2025,Soft Call,-,1131,0.2,0.0575,13.39200819,74.6714,13.392,74.6714,No,,,No,,,,,,,1131,-,-,-,11.16,11.16,39.50855312,0.284807129,0.284807129,39.50855312,13.39200819
714,45569UAA9 Corp,INDI,INDI 4 1/2 11/15/27,11/16/2022,11/15/2027,11/20/2025,Soft Call,-,160,0.3,0.045,8.651499435,115.5869,8.6515,115.5869,No,,,No,,,,,,,160,-,-,-,6.655,6.655,1.179645221,-0.292645476,-0.292645476,1.179645221,8.651499435
715,977852AC6 Corp,WOLF,WOLF 1 7/8 12/01/29,11/16/2022,12/1/2029,12/4/2026,Soft Call,-,1750,0.35,0.01875,118.8806201,8.4118,118.8806,8.4118,No,,202.538,Yes,Capped Call,202.538,1.30000735,273.9,0.156514286,,1476.1,-,-,-,88.06,88.06,0.020426949,-0.695317638,-0.695317638,0.020426949,118.8806201
716,57164YAE7 Corp,VAC,VAC 3 1/4 12/15/27,12/5/2022,12/15/2027,12/20/2025,Soft Call,-,575,0.325,0.0325,189.6489563,5.2729,189.2936,5.2828,Yes,0.996334315,285.2106611,Yes,Tax Integrated,286.26,0.999981969,63.5,0.110434783,70,511.5,-,-,-,143.13,143.13,31.45362818,-0.260198592,-0.260198592,31.45362818,188.953763
717,516544AA1 Corp,LNTH,LNTH 2 5/8 12/15/27,12/5/2022,12/15/2027,12/22/2025,Soft Call,-,575,0.425,0.02625,79.81419256,12.5291,79.8142,12.5291,No,,,No,,,,,,,575,-,-,-,56.01,56.01,155.9994711,0.225970317,0.225970317,155.9994711,79.81419256
718,05464CAA9 Corp,AXON,AXON 0 1/2 12/15/27,12/6/2022,12/15/2027,12/22/2025,Soft Call,-,690,0.35,0.005,228.7282708,4.372,228.7283,4.372,No,,338.86,Yes,Tax Integrated,338.86,1.000019492,70.7,0.102463768,60,619.3,-,-,-,169.43,169.43,916.4046321,0.399232691,0.399232691,916.4046321,228.7282708
719,42703MAE3 Corp,HLF,HLF 4 1/4 06/15/28,12/6/2022,6/15/2028,6/15/2026,Soft Call,-,277.5,0.3,0.0425,16.97798634,58.8998,16.978,58.8998,No,,,No,,,,,,,277.5,-,-,-,13.06,13.06,4.261161284,-0.183490863,-0.183490863,4.261161284,16.97798634
720,65341BAG1 Corp,XIFR,XIFR 2 1/2 06/15/26,12/7/2022,6/15/2026,-,No,-,500,0.2,0.025,94.93160248,10.5339,92.7248,10.7846,Yes,0.976753883,115.9064995,Yes,Capped Call,118.665,0.500006292,31.1,0.0622,,468.9,-,-,-,79.11,79.11,2.585183403,-0.621399603,-0.621399603,2.585183403,92.72481131
721,232109AF5 Corp,CUTRQ,CUTR 4 06/01/29,12/7/2022,6/1/2029,12/5/2025,Soft Call,-,120,0.175,0.04,58.35054674,17.1378,58.3505,17.1378,No,,99.32,Yes,Capped Call,99.32,0.999998398,25,0.208333333,,95,-,-,-,49.66,49.66,3.05124E-05,-0.8898655,-0.8898655,3.05124E-05,58.35054674
722,302301AG1 Corp,EZPW,EZPW 3 3/4 12/15/29,12/7/2022,12/15/2029,12/21/2026,Soft Call,-,230,0.3,0.0375,11.23200492,89.0313,11.232,89.0313,No,,,No,,,,,,,230,-,-,-,8.64,8.64,32.9464498,0.209983183,0.209983183,32.9464498,11.23200492
723,91325VAA6 Corp,UNIT,UNIT 7 1/2 12/01/27,12/7/2022,12/1/2027,12/8/2025,Soft Call,-,306.5,0.2,0.075,7.290000598,137.1742,7.29,137.1742,No,,10.63,Yes,Capped Call,10.63,0.749794095,20.7,0.067536705,,285.8,-,-,-,6.075,6.075,5.352768462,-0.025078457,-0.025078457,5.352768462,7.290000598
724,163086AD3 Corp,CHEF,CHEF 2 3/8 12/15/28,12/8/2022,12/15/2028,12/15/2025,Soft Call,-,287.5,0.3,0.02375,44.26502355,22.5912,44.265,22.5912,No,,,No,,,,,,,287.5,-,-,-,34.05,34.05,124.866087,0.240939882,0.240939882,124.866087,44.26502355
725,670002AC8 Corp,NVAX,NVAX 5 12/15/27,12/15/2022,12/15/2027,12/22/2025,Soft Call,-,175.25,0.25,0.05,12.5,80,12.5,80,No,,,No,,,,,,,175.25,-,-,-,11.32,11.32,6.615368231,-0.10186521,-0.10186521,6.615368231,12.5
726,83205YAC8 Corp,PENG,PENG 2 02/01/29,1/18/2023,2/1/2029,2/6/2026,Soft Call,-,150,0.275,0.02,21.22876358,47.1059,21.2288,47.1059,No,,29.1375,Yes,Capped Call,29.1375,0.749998906,15.1,0.100666667,,134.9,-,-,-,16.65,16.65,27.78563439,0.088543834,0.088543834,27.78563439,21.22876328
727,311642AA0 Corp,FARO,FARO 5 1/2 02/01/28,1/19/2023,2/1/2028,2/5/2026,Soft Call,-,75,0.2,0.055,42.35995798,23.6072,42.36,23.6072,No,,,No,,,,,,,75,-,-,-,35.3,35.3,27.86916711,-0.045873808,-0.045873808,27.86916711,42.35995798
728,45826HAA7 Corp,ITGR,ITGR 2 1/8 02/15/28,1/31/2023,2/15/2028,2/20/2026,Soft Call,-,500,0.325,0.02125,87.19840253,11.4681,87.1984,11.4681,No,,108.59,Yes,Capped Call,108.59,0.650050297,35,0.07,,465,-,-,-,65.81,65.81,211.1714877,0.260177574,0.260177574,211.1714877,87.19840253
729,44955LAA4 Corp,IAUX,IAUCN 8 02/22/27,2/3/2023,2/22/2027,8/25/2026,Call,-,65,0.08,0.08,3.380000002,295.858,3.38,295.858,No,,,No,,,,,,,65,-,-,-,2.58,2.58,0.205065526,-0.464636733,-0.464636733,0.205065526,3.380000002
730,19459JAB0 Corp,COLL,COLL 2 7/8 02/15/29,2/7/2023,2/15/2029,2/17/2026,Soft Call,-,241.5,0.3,0.02875,36.55598732,27.3553,36.556,27.3553,No,,,No,,,,,,,241.5,-,-,-,28.12,28.12,30.91665583,0.015868611,0.015868611,30.91665583,36.55598732
731,97717PAE4 Corp,WT,WT 5 3/4 08/15/28,2/9/2023,8/15/2028,8/20/2025,Soft Call,-,130,0.6,0.0575,9.535997437,104.8658,9.536,104.8658,No,,,No,,,,,,,130,-,-,-,5.96,5.96,17.12418981,0.210840918,0.210840918,17.12418981,9.535997437
732,62957HAK1 Corp,NBR,NBR 1 3/4 06/15/29,2/9/2023,6/15/2029,6/15/2026,Soft Call,-,250,0.225,0.0175,212.5127508,4.7056,212.5128,4.7056,No,,,No,,,,,,,250,-,-,-,173.48,173.48,1.916451869,-0.5081302,-0.5081302,1.916451869,212.5127508
733,530307AE7 Corp,CHTR,LBRDA 3 1/8 03/31/53,2/21/2023,3/31/2053,4/6/2026,Call,4/6/2026,1265,0.4,0.03125,529.0725358,1.8901,529.0725,1.8901,No,,,No,,,,,,,1265,-,-,-,377.91,377.91,356.0394271,-0.018895863,-0.018895863,356.0394271,529.0725358
734,69352PAR4 Corp,PPL,PPL 2 7/8 03/15/28,2/21/2023,3/15/2028,3/20/2026,Soft Call,-,1000,0.225,0.02875,34.079446,29.3432,34.0794,29.3432,No,,,No,,,,,,,1000,-,-,-,27.82,27.82,50.11759892,0.123191756,0.123191756,50.11759892,34.079446
735,30063PAD7 Corp,EXAS,EXAS 2 03/01/30,2/22/2023,3/1/2030,-,No,-,572.993,0.25,0.02,80.82506224,12.3724,80.8251,12.3724,No,,,No,,,,,,,572.993,-,-,-,64.66,64.66,22.0350583,-0.142075842,-0.142075842,22.0350583,80.82506224
736,842587DN4 Corp,SO,SO 3 7/8 12/15/25,2/23/2023,12/15/2025,-,No,-,1725,0.3,0.03875,84.16233231,11.8818,84.1623,11.8818,No,,,No,,,,,,,1725,-,-,-,64.74,64.74,102.0104048,0.175565621,0.175565621,102.0104048,84.16233231
737,682189AT2 Corp,ON,ON 0 1/2 03/01/29,2/23/2023,3/1/2029,3/6/2026,Soft Call,-,1500,0.325,0.005,103.8669672,9.6277,103.867,9.6277,No,,156.78,Yes,Tax Integrated,156.78,0.999995818,171.5,0.114333333,80,1328.5,-,-,-,78.39,78.39,15.86826294,-0.232983389,-0.232983389,15.86826294,103.8669672
738,018802AB4 Corp,LNT,LNT 3 7/8 03/15/26,2/27/2023,3/15/2026,-,No,-,575,0.25,0.03875,64.32481458,15.5461,64.3248,15.5461,No,,,No,,,,,,,575,-,-,-,51.46,51.46,72.53329397,0.119114774,0.119114774,72.53329397,64.32481458
739,292554AN2 Corp,ECPG,ECPG 4 03/15/29,2/28/2023,3/15/2029,3/20/2026,Soft Call,-,230,0.275,0.04,65.89221352,15.1763,65.8922,15.1763,No,,82.69,Yes,Capped Call,82.69,0.600033515,18.5,0.080434783,,211.5,-,-,-,51.68,51.68,19.98101339,-0.145543008,-0.145543008,19.98101339,65.89221352
740,87266JAA2 Corp,TPIC,TPIC 5 1/4 03/15/28,2/28/2023,3/15/2028,3/20/2026,Soft Call,-,132.5,0.3,0.0525,15.02798963,66.5425,15.028,66.5425,No,,23.12,Yes,Capped Call,23.12,1.00000138,16.1,0.121509434,,116.4,-,-,-,11.56,11.56,0.033170461,-0.686844007,-0.686844007,0.033170461,15.02798963
741,925550AG0 Corp,VIAV,VIAV 1 5/8 03/15/26,3/1/2023,3/15/2026,3/20/2025,Soft Call,-,250,0.225,0.01625,13.19325614,75.7963,13.1933,75.7963,No,,,No,,,,,,,250,-,-,-,10.77,10.77,11.39909193,0.018856489,0.018856489,11.39909193,13.19325614
742,76954AAA1 Corp,RIVN,RIVN 4 5/8 03/15/29,3/7/2023,3/15/2029,3/20/2026,Soft Call,-,1500,0.375,0.04625,20.12999954,49.6771,20.13,49.6771,No,,,No,,,,,,,1500,-,-,-,14.64,14.64,7.684505717,-0.101500239,-0.101500239,7.684505717,20.12999954
743,67421JAA6 Corp,OTLY,OTLY 9 1/4 09/14/28,3/14/2023,9/14/2028,-,No,-,345.6049236,0.17,0.0925,2.410219431,414.9,2.4102,414.9,No,,,No,,,,,,,345.6049236,-,-,-,2.06,41.2,0.929570713,-0.498101967,-0.134700601,0.929570713,48.2043866
744,358039AA3 Corp,FRPT,FRPT 3 04/01/28,3/15/2023,4/1/2028,4/3/2026,Soft Call,-,402.5,0.275,0.03,69.6786421,14.3516,69.6786,14.3516,No,,120.23,Yes,Capped Call,120.23,1.200003407,66.2,0.16447205,,336.3,-,-,-,54.65,54.65,187.7792935,0.277223534,0.277223534,187.7792935,69.6786421
745,85859NAC6 Corp,STEM,STEM 4 1/4 04/01/30,3/29/2023,4/1/2030,4/5/2027,Soft Call,-,240,0.275,0.0425,7.127248469,140.3066,7.1272,140.3066,No,,11.18,Yes,Capped Call,11.18,1.00000043,27.8,0.115833333,,212.2,-,-,-,5.59,5.59,0.000484647,-0.73686631,-0.73686631,0.000484647,7.127248469
746,05337YAD0 Corp,AVDL,AVDL 6 04/01/27,3/30/2023,4/1/2027,4/3/2023,Soft Call,-,106.268,0.15,0.06,9.774999071,102.3018,9.775,102.3018,No,,,No,,,,,,,106.268,-,-,-,8.52,8.52,7.315878714,-0.037350464,-0.037350464,7.315878714,9.774999071
747,26441CBX2 Corp,DUK,DUK 4 1/8 04/15/26,4/3/2023,4/15/2026,-,No,-,1725,0.25,0.04125,118.8622513,8.4131,118.7169,8.4234,No,,,No,,,,,,,1725,-,-,-,95.09,95.09,133.0289128,0.117042314,0.117042314,133.0289128,118.6732333
748,401617AE5 Corp,GES,GES 3 3/4 04/15/28,4/12/2023,4/15/2028,-,No,-,351.947,0.3,0.0375,24.70000076,40.4858,22.2242,44.996,Yes,0.899765062,37.61017957,Yes,Tax Integrated,41.8,1.200000002,31.6,0.089786246,100,320.347,-,-,-,19,19,3.179885139,-0.300174253,-0.300174253,3.179885139,22.22419771
749,604749AA9 Corp,MIRM,MIRM 4 05/01/29,4/12/2023,5/1/2029,5/5/2026,Soft Call,-,316.25,0.35,0.04,31.73847497,31.5075,31.7385,31.5075,No,,,No,,,,,,,316.25,-,-,-,23.51,23.51,101.6845591,0.2737263,0.2737263,101.6845591,31.73847497
750,293594AC1 Corp,ENVX,ENVX 3 05/01/28,4/17/2023,5/1/2028,5/6/2026,Soft Call,-,172.5,0.15,0.03,15.60549313,64.08,15.6055,64.08,No,,21.1692,Yes,Capped Call,21.1692,0.560000686,17.3,0.100289855,,155.2,-,-,-,13.57,13.57,4.387000776,-0.2007649,-0.2007649,4.387000776,15.60549313
751,337932AQ0 Corp,FE,FE 4 05/01/26,5/1/2023,5/1/2026,-,No,-,1500,0.2,0.04,46.81209564,21.362,46.6394,21.4411,No,,,No,,,,,,,1500,-,-,-,39.01,39.01,38.61799155,-0.003360924,-0.003360924,38.61799155,46.59832246
752,125896BW9 Corp,CMS,CMS 3 3/8 05/01/28,5/1/2023,5/1/2028,5/6/2026,Soft Call,-,800,0.2,0.03375,73.96777964,13.5194,73.9678,13.5194,No,,,No,,,,,,,800,-,-,-,61.64,61.64,97.95394447,0.097063737,0.097063737,97.95394447,73.96777964
753,252131AL1 Corp,DXCM,DXCM 0 3/8 05/15/28,5/2/2023,5/15/2028,5/20/2026,Soft Call,-,1250,0.375,0.00375,162.4141235,6.1571,162.4141,6.1571,No,,212.62,Yes,Capped Call,212.62,0.800043578,101.3,0.08104,,1148.7,-,-,-,118.12,118.12,53.16588139,-0.146587302,-0.146587302,53.16588139,162.4141235
754,98986MAC7 Corp,ZYXI,ZYXI 5 05/15/26,5/4/2023,5/15/2026,5/20/2025,Soft Call,-,60,0.15,0.05,10.77550211,92.8031,10.7755,92.8031,No,,,No,,,,,,,60,-,-,-,9.37,9.37,6.063990753,-0.133753592,-0.133753592,6.063990753,10.77550211
755,387328AC1 Corp,GVA,GVA 3 3/4 05/15/28,5/8/2023,5/15/2028,5/20/2026,Soft Call,-,373.75,0.3,0.0375,46.12397201,21.6807,46.124,21.6807,No,,79.83,Yes,Capped Call,79.83,1.250001365,53,0.14180602,,320.75,-,-,-,35.48,35.48,148.1476482,0.329417297,0.329417297,148.1476482,46.12397201
756,95041AAB4 Corp,WELL,WELL 2 3/4 05/15/28,5/8/2023,5/15/2028,5/20/2026,Soft Call,-,1035,0.25,0.0275,95.41256393,10.4808,95.4126,10.4808,No,,,No,,,,,,,1035,-,-,-,76.33,76.33,275.3953195,0.29128026,0.29128026,275.3953195,95.41256393
757,89377MAA7 Corp,TMDX,TMDX 1 1/2 06/01/28,5/8/2023,6/1/2028,6/8/2026,Soft Call,-,460,0.325,0.015,93.99556341,10.6388,93.9956,10.6388,No,,141.88,Yes,Capped Call,141.88,0.999998651,45.3,0.098478261,,414.7,-,-,-,70.94,70.94,87.00019425,0.041123307,0.041123307,87.00019425,93.99556341
758,94419LAQ4 Corp,W,W 3 1/2 11/15/28,5/9/2023,11/15/2028,5/20/2026,Soft Call,-,690,0.25,0.035,45.79991848,21.8341,45.7999,21.8341,No,,73.28,Yes,Capped Call,73.28,1.00000356,87.1,0.126231884,,602.9,-,-,-,36.64,36.64,46.24420412,0.043101616,0.043101616,46.24420412,45.79991848
759,093712AJ6 Corp,BE,BE 3 06/01/28,5/11/2023,6/1/2028,6/5/2026,Soft Call,-,632.5,0.425,0.03,18.85273563,53.0427,18.8527,53.0427,No,,26.46,Yes,Capped Call,26.46,1.000001525,54.5,0.086166008,,578,-,-,-,13.23,13.23,43.44222421,0.265131303,0.265131303,43.44222421,18.85273563
760,922417AH3 Corp,VECO,VECO 2 7/8 06/01/29,5/16/2023,6/1/2029,6/8/2026,Soft Call,-,230,0.3,0.02875,29.2239578,34.2185,29.224,34.2185,No,,,No,,,,,,,230,-,-,-,22.48,22.48,21.68096967,-0.005972349,-0.005972349,21.68096967,29.2239578
761,88688TAC4 Corp,TLRY,TLRY 5.2 06/15/27,5/25/2023,6/15/2027,6/20/2025,Soft Call,-,172.5,0.125,0.052,2.655000242,376.6478,2.655,376.6478,No,,,No,,,,,,,172.5,-,-,-,2.36,2.36,0.162145798,-0.483308494,-0.483308494,0.162145798,2.655000242
762,462222AE0 Corp,IONS,IONS 1 3/4 06/15/28,6/7/2023,6/15/2028,6/20/2026,Soft Call,-,575,0.325,0.0175,53.72877713,18.612,53.7288,18.612,No,,,No,,,,,,,575,-,-,-,40.55,40.55,22.69661127,-0.109124394,-0.109124394,22.69661127,53.72877713
763,92277GAY3 Corp,VTR,VTR 3 3/4 06/01/26,6/8/2023,6/1/2026,-,No,-,862.5,0.225,0.0375,54.80653294,18.246,54.8065,18.246,No,,,No,,,,,,,862.5,-,-,-,44.74,44.74,86.88746273,0.249435653,0.249435653,86.88746273,54.80653294
764,018581AM0 Corp,BFH,BFH 4 1/4 06/15/28,6/8/2023,6/15/2028,6/21/2026,Soft Call,-,316.25,0.25,0.0425,38.42503468,26.0247,38.425,26.0247,No,,61.48,Yes,Capped Call,61.48,0.999998195,39.2,0.123952569,,277.05,-,-,-,30.74,30.74,98.35854149,0.260753851,0.260753851,98.35854149,38.42503468
765,55024UAG4 Corp,LITE,LITE 1 1/2 12/15/29,6/13/2023,12/15/2029,6/22/2026,Soft Call,-,603.75,0.3,0.015,69.53716066,14.3808,69.5372,14.3808,No,,,No,,,,,,,603.75,-,-,-,53.49,53.49,150.916692,0.172851631,0.172851631,150.916692,69.53716066
766,156727AC3 Corp,CRNC,CRNC 1 1/2 07/01/28,6/21/2023,7/1/2028,7/6/2026,Soft Call,-,210,0.225,0.015,40.71893349,24.5586,40.7189,24.5586,No,,,No,,,,,,,210,-,-,-,33.24,33.24,1.392392645,-0.467961964,-0.467961964,1.392392645,40.71893349
767,98149GAA8 Corp,WKC,WKC 3 1/4 07/01/28,6/21/2023,7/1/2028,7/6/2026,Soft Call,-,350,0.275,0.0325,28.43251542,35.171,28.4325,35.171,No,,40.14,Yes,Tax Integrated,40.14,0.799999024,26.2,0.074857143,120,323.8,-,-,-,22.3,22.3,57.8560795,0.208791285,0.208791285,57.8560795,28.43251542
768,85571BBA2 Corp,STWD,STWD 6 3/4 07/15/27,6/22/2023,7/15/2027,4/15/2027,Call,-,380.75,0.125,0.0675,20.75623258,48.1783,20.7562,48.1783,No,,,No,,,,,,,380.75,-,-,-,18.45,18.45,23.81976163,0.06487647,0.06487647,23.81976163,20.75623258
769,03040WBB0 Corp,AWK,AWK 3 5/8 06/15/26,6/26/2023,6/15/2026,-,No,-,1035,0.225,0.03625,171.7829351,5.8213,171.7829,5.8213,No,,,No,,,,,,,1035,-,-,-,140.23,140.23,132.7900194,-0.018191111,-0.018191111,132.7900194,171.7829351
770,69404DAE8 Corp,PACB,PACB 1 3/8 12/15/30,6/26/2023,12/15/2030,6/20/2028,Soft Call,-,441,0.72,0.01375,21.5000129,46.5116,21.5,46.5116,No,,,No,,,,,,,441,-,-,-,12.67,12.67,0.000868508,-0.722968961,-0.722968961,0.000868508,21.5000129
771,15189TBC0 Corp,CNP,CNP 4 1/4 08/15/26,8/1/2023,8/15/2026,-,No,-,1000,0.25,0.0425,36.86255264,27.1278,36.8247,27.1557,No,,,No,,,,,,,1000,-,-,-,29.49,29.49,39.58759673,0.101748851,0.101748851,39.58759673,36.79205645
772,29415FAC8 Corp,NVST,NVST 1 3/4 08/15/28,8/7/2023,8/15/2028,8/17/2026,Soft Call,-,500.25,0.325,0.0175,46.30873105,21.5942,46.3087,21.5942,No,,,No,,,,,,,500.25,-,-,-,34.95,34.95,5.82028515,-0.300176766,-0.300176766,5.82028515,46.30873105
773,343412AH5 Corp,FLR,FLR 1 1/8 08/15/29,8/7/2023,8/15/2029,8/20/2026,Soft Call,-,575,0.325,0.01125,45.36793394,22.042,45.3679,22.042,No,,68.48,Yes,Capped Call,68.48,1.000002912,72.5,0.126086957,,502.5,-,-,-,34.24,34.24,51.26159295,0.06930584,0.06930584,51.26159295,45.36793394
774,418751AJ2 Corp,HASI,HASI 3 3/4 08/15/28,8/7/2023,8/15/2028,8/20/2026,Soft Call,-,402.5,0.25,0.0375,27.1374836,36.8494,27.0822,36.9246,No,,43.42,Yes,Capped Call,43.42,1.000001185,37.8,0.093913043,,364.7,-,-,-,21.71,21.71,53.29829525,0.195819191,0.195819191,53.29829525,27.06213466
775,00922RAC9 Corp,ATSG,ATSG 3 7/8 08/15/29,8/9/2023,8/15/2029,8/15/2026,Soft Call,-,400,0.425,0.03875,31.96276977,31.2864,31.9628,31.2864,No,,,No,,,,,,,400,-,-,-,22.43,22.43,22.04699714,-0.002858445,-0.002858445,22.04699714,31.96276977
776,98139AAC9 Corp,WK,WK 1 1/4 08/15/28,8/14/2023,8/15/2028,8/21/2026,Soft Call,-,702,0.3,0.0125,133.8867318,7.469,133.8867,7.469,No,,,No,,,,,,,702,-,-,-,102.99,102.99,60.84651586,-0.099852846,-0.099852846,60.84651586,133.8867318
